imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0251736,La casa dei 1000 corpi,House of 1000 Corpses,2003,6/25/2004,Horror,89,USA,English,Rob Zombie,Rob Zombie,Spectacle Entertainment Group,"Chad Bannon, William Bassett, Karen Black, Erin Daniels, Joe Dobbs III, Judith Drake, Dennis Fimple, Gregg Gibbs, Walton Goggins, Sid Haig, Chris Hardwick, Ken Johnson, Jennifer Jostyn, Irwin Keyes, Matthew McGrory",Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,6.1,74975,"$7,000,000 ","$12,634,962 ",16829545.00,31,956,218
tt0280665,Femme Fatale,Femme Fatale,2002,11/22/2002,"Crime, Drama, Mystery",114,"France, Switzerland","English, French, Spanish",Brian De Palma,Brian De Palma,Quinta Communications,"Rebecca Romijn, Antonio Banderas, Peter Coyote, Eriq Ebouaney, Edouard Montoute, Rie Rasmussen, Thierry Frรฉmont, Gregg Henry, Fiona Curzon, Daniel Milgram, Jean-Marc Minรฉo, Jean Chatel, Stรฉphane Petit, Olivier Follet, รva Darlan","A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",6.2,33144,"$35,000,000 ","$6,630,252 ",16838910.00,59,235,160
tt0099385,Colpi proibiti,Death Warrant,1990,9/14/1990,"Action, Crime, Mystery",89,USA,English,Deran Sarafian,David S. Goyer,Cannon Films,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb, George Dickerson, Art LaFleur, Patrick Kilpatrick, Joshua John Miller, Hank Stone, Conrad Dunn, Jack Bannon, Abdul Salaam El Razzac, Armin Shimerman, John Lantz, Hans Howes, Harry Waters Jr.","In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.",5.7,16843,"$4,000,000 ","$16,853,487 ",16853487.00,34,78,39
tt0279113,The Good Girl,The Good Girl,2002,3/28/2003,"Drama, Romance",93,"USA, Germany, Netherlands",English,Miguel Arteta,Mike White,Flan de Coco Films,"Jennifer Aniston, Deborah Rush, Mike White, John Carroll Lynch, Jake Gyllenhaal, Zooey Deschanel, John C. Reilly, Tim Blake Nelson, Jacquie Barnbrook, Annie O'Donnell, John Doe, Roxanne Hart, Jon Shere, Alice Amter, Jean Rhodes",A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,6.4,42586,"$8,000,000 ","$14,018,296 ",16860964.00,71,302,101
tt2799166,La Piramide,The Pyramid,2014,2/18/2015,"Action, Adventure, Horror",89,"USA, Morocco",English,Grรฉgory Levasseur,"Daniel Meersand, Nick Simon",Twentieth Century Fox,"Ashley Hinshaw, Denis O'Hare, James Buckley, Christa Nicola, Amir K, Faycal Attougui, Philip Shelley, Ait Hamou Amine, Omar Benbrahim, Joseph Beddelem, Chakir El Faaiz",An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.,4.6,22741,"$6,500,000 ","$2,756,333 ",16861137.00,24,136,118
tt1366365,La fredda luce del giorno,The Cold Light of Day,2012,5/18/2012,"Action, Adventure, Thriller",93,"USA, Spain","English, Spanish",Mabrouk El Mechri,"Scott Wiper, John Petro",Summit Entertainment,"Henry Cavill, Verรณnica Echegui, Bruce Willis, Sigourney Weaver, Joseph Mawle, Caroline Goodall, Rafi Gavron, Emma Hamilton, Michael Budd, Roschdy Zem, ร“scar Jaenada, Joe Dixon, Jim Piddock, Fermรญ Reixach, Lolo Herrero","After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",4.9,34897,"$20,000,000 ","$3,763,583 ",16863583.00,22,155,124
tt0282687,Una vita quasi perfetta,Life or Something Like It,2002,4/30/2003,"Comedy, Romance",103,USA,English,Stephen Herek,"John Scott Shepherd, John Scott Shepherd",Regency Enterprises,"Angelina Jolie, Edward Burns, Tony Shalhoub, Christian Kane, James Gammon, Melissa Errico, Stockard Channing, Lisa Thornhill, Gregory Itzin, Max Baker, Andromeda Dunker, Jesse James Rutherford, Veena Sood, Eric Snellman, Theron Zahn","A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless.",5.8,22866,"$40,000,000 ","$14,448,589 ",16872671.00,31,125,87
tt0085811,Krull,Krull,1983,12/27/1983,"Action, Adventure, Fantasy",116,UK,English,Peter Yates,Stanford Sherman,Columbia Pictures,"Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis, Alun Armstrong, David Battley, Bernard Bresslaw, Liam Neeson, John Welsh, Graham McGrath, Tony Church, Bernard Archard, Belinda Mayne, Dicken Ashworth, Todd Carty",A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,6.1,29740,"$47,000,000 ","$16,916,617 ",16916617.00,45,209,94
tt0186589,Le insolite sospette - Sugar & Spice,Sugar & Spice,2001,6/28/2002,"Comedy, Crime",81,USA,English,Francine McDougall,Mandy Nelson,New Line Cinema,"Marla Sokoloff, Marley Shelton, Melissa George, Mena Suvari, Rachel Blanchard, Alexandra Holden, Sara Marsh, James Marsden, Sean Young, W. Earl Brown, Adam Busch, Jake Hoffman, Nate Maher, David Belenky, Kevin Kling",A popular high-school cheerleader becomes pregnant by the star quarterback and turns to crime to support her desired lifestyle.,5.7,13351,"$27,000,000 ","$13,305,101 ",16923761.00,48,111,72
tt0337917,Tre ragazzi e un bottino,Catch That Kid,2004,7/23/2004,"Action, Adventure, Comedy",91,"USA, Germany",English,Bart Freundlich,"Nikolaj Arcel, Fabian Wullenweber",Fox 2000 Pictures,"Kristen Stewart, Corbin Bleu, Max Thieriot, Jennifer Beals, Sam Robards, John Carroll Lynch, James Le Gros, Michael Des Barres, Stark Sands, Lennie Loftin, Franรงois Giroday, Christine Estabrook, Kevin G. Schmidt, Audrey Wasilewski, Meagen Fay","A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.",5.2,9511,"$12,000,000 ","$16,703,799 ",16951702.00,33,48,52
tt0804461,Death Sentence,Death Sentence,2007,8/31/2007,"Action, Crime, Drama",105,USA,English,James Wan,"Ian Mackenzie Jeffers, Brian Garfield",Twentieth Century Fox,"Kevin Bacon, Garrett Hedlund, Kelly Preston, Jordan Garrett, Stuart Lafferty, Aisha Tyler, John Goodman, Matt O'Leary, Edi Gathegi, Hector Atreyu Ruiz, Kanin Howell, Dennis Keiffer, Freddy Bouciegues, Leigh Whannell, Casey Pieretti","Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",6.8,68198,"$20,000,000 ","$9,534,258 ",16974459.00,36,343,176
tt0240468,Kung Pow,Kung Pow: Enter the Fist,2002,7/26/2002,"Action, Comedy",81,"USA, Hong Kong, Mexico, Taiwan",English,Steve Oedekerk,Steve Oedekerk,Twentieth Century Fox,"Steve Oedekerk, Fei Lung, Leo Lee, Ling-Ling Hsieh, Lin Yan, Chia Yung Liu, Hui Lou Chen, Chi Ma, Jennifer Tung, Escobar Tongue, Ming Lo, Peggy Lu, Tad Horino, Tori Tran, Simon Rhee",A rough-around-the-edges martial arts master seeks revenge for his parent's death.,6.2,43031,"$10,000,000 ","$16,037,962 ",16994625.00,14,521,57
tt1527186,Melancholia,Melancholia,2011,10/21/2011,"Drama, Sci-Fi",135,"Denmark, Sweden, France, Germany",English,Lars von Trier,Lars von Trier,Zentropa Entertainments,"Kirsten Dunst, Charlotte Gainsbourg, Alexander Skarsgรฅrd, Brady Corbet, Cameron Spurr, Charlotte Rampling, Jesper Christensen, John Hurt, Stellan Skarsgรฅrd, Udo Kier, Kiefer Sutherland, James Cagnard, Deborah Fronko, Charlotta Miller, Claire Miller",Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,7.2,164471,"$7,400,000 ","$3,030,848 ",17039814.00,80,645,423
tt0362269,Kinsey,Kinsey,2004,3/18/2005,"Biography, Drama, Romance",118,"USA, Germany",English,Bill Condon,Bill Condon,Fox Searchlight Pictures,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton, John Lithgow, Tim Curry, Oliver Platt, Dylan Baker, Julianne Nicholson, William Sadler, John McMartin, Veronica Cartwright, Kathleen Chalfant, Heather Goldenhersh","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",7,47063,"$11,000,000 ","$10,254,979 ",17050017.00,79,210,192
tt1413495,Il potere dei soldi,Paranoia,2013,9/12/2013,"Drama, Thriller",106,"USA, India, France",English,Robert Luketic,"Jason Hall, Barry L. Levy",Relativity Media,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan, Will Peltz, Haley Finnegan, Kevin Kilner, Christine Marzano, Charlie Hofheimer","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",5.7,34504,"$35,000,000 ","$7,388,654 ",17056265.00,32,92,135
tt0808339,Largo Winch,Largo Winch,2008,12/17/2008,"Action, Adventure, Thriller",108,"France, Belgium","French, English, Serbian, Portuguese",Jรฉrรดme Salle,"Julien Rappeneau, Jรฉrรดme Salle",Pan Europรฉenne,"Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic, Mรฉlanie Thierry, Gilbert Melki, Karel Roden, Steven Waddington, Anne Consigny, Radivoje Bukvic, Nicolas Vaude, Benedict Wong, Gรฉrard Watkins, Wolfgang Pissors, Theodore Thomas, David Gasman","After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers, and stop them from taking over his financial empire.",6.5,13296,EUR 24000000,"$10,352 ",17068748.00,40,24,46
tt0211443,Jason X,Jason X,2001,6/25/2004,"Action, Horror, Sci-Fi",91,"Canada, USA",English,James Isaac,"Victor Miller, Todd Farmer",New Line Cinema,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg, Markus Parilo, Jonathan Potts, Lisa Ryder, Dov Tiefenbach, Chuck Campbell, Melyssa Ade, Boyd Banks, Barna Moricz, Dylan Bierk, Todd Farmer, Peter Mensah","Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",4.4,49404,"$11,000,000 ","$13,121,555 ",17077882.00,25,700,222
tt0087262,Fenomeni paranormali incontrollabili,Firestarter,1984,9/1/1984,"Action, Horror, Sci-Fi",114,USA,English,Mark L. Lester,"Stephen King, Stanley Mann",Dino De Laurentiis Company,"David Keith, Drew Barrymore, Freddie Jones, Heather Locklear, Martin Sheen, George C. Scott, Art Carney, Louise Fletcher, Moses Gunn, Antonio Fargas, Drew Snyder, Curtis Credel, Keith Colbert, Dick Warlock, Jeff Ramsey",A couple who participated in a potent medical experiment gain telepathic ability and then have a child who is pyrokinetic.,6.1,28732,"$15,000,000 ","$17,080,167 ",17080167.00,50,117,81
tt0105128,Cimitero vivente 2,Pet Sematary II,1992,8/13/1993,"Fantasy, Horror",100,USA,English,Mary Lambert,Richard Outten,Paramount Pictures,"Edward Furlong, Anthony Edwards, Clancy Brown, Jared Rushton, Darlanne Fluegel, Jason McGuire, Sarah Trigger, Lisa Waltz, Jim Peck, Len Hunt, Reid Binion, David Ratajczak, Lucius Houghton, Wilbur Fitzgerald, Elizabeth Ziegler","A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead.",4.9,18953,"$8,000,000 ","$17,092,453 ",17092453.00,35,130,51
tt0087507,Pericolosamente Johnny,Johnny Dangerously,1984,12/21/1984,"Comedy, Crime",90,USA,English,Amy Heckerling,"Norman Steinberg, Bernie Kukoff",Edgewood Productions,"Michael Keaton, Joe Piscopo, Marilu Henner, Maureen Stapleton, Peter Boyle, Griffin Dunne, Glynnis O'Connor, Dom DeLuise, Richard Dimitri, Danny DeVito, Ron Carey, Ray Walston, Dick Butkus, Byron Thames, Alan Hale Jr.","Set in the 1930s, an honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.",6.6,13024,"$9,000,000 ","$17,124,395 ",17124395.00,54,68,24
tt0087231,Il gioco del falco,The Falcon and the Snowman,1985,2/8/1985,"Biography, Crime, Drama",131,"UK, USA, Mexico",English,John Schlesinger,"Robert Lindsey, Steven Zaillian",Hemdale,"Timothy Hutton, Sean Penn, Pat Hingle, Joyce Van Patten, Rob Reed, Rob Newell, Karen West, Art Camacho, Annie Kozuch, Richard Dysart, Priscilla Pointer, Chris Makepeace, Dorian Harewood, Mady Kaplan, Macon McCalman",The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,6.8,10449,"$12,000,000 ","$17,130,087 ",17130087.00,68,64,33
tt1216496,Madre,Madeo,2009,5/28/2009,"Crime, Drama, Thriller",129,South Korea,Korean,Bong Joon Ho,"Bong Joon Ho, Eun-kyo Park",CJ Entertainment,"Hye-ja Kim, Won Bin, Goo Jin, Je-mun Yun, Mi-seon Jeon, Sae-byeok Song, Byoung-Soon Kim, Woo-hee Chun, Gin-goo Kim, Moo-yeong Yeo, Young-Suck Lee, Hee-ra Mun, Mi-do Lee, Young-ki Jung, Gyu-pil Go",A mother desperately searches for the killer who framed her son for a girl's horrific murder.,7.8,48959,"$5,000,000 ","$551,509 ",17149348.00,79,138,216
tt1041804,Lo Schiaccianoci 3D,The Nutcracker in 3D,2010,12/2/2011,"Action, Family, Fantasy",110,"UK, Hungary",English,Andrey Konchalovskiy,"Andrey Konchalovskiy, Chris Solimine",Vnesheconombank,"Richard Philipps, Fernanda Dorogi, Kriszta Dorogi, Dรกniel Mogรกcs, Elle Fanning, Stuart Hopps, Aaron Michael Drozin, Nathan Lane, Richard E. Grant, Yuliya Vysotskaya, Frances de la Tour, Jonny Coyne, Shirley Henderson, Peter Elliott, Daniel Peacock","In 1920s Vienna, a young girl receives a magical doll on Christmas Eve.",4.2,3460,"$90,000,000 ","$195,459 ",17177993.00,18,40,50
tt0092563,Angel Heart - Ascensore per l'inferno,Angel Heart,1987,12/18/1987,"Horror, Mystery, Thriller",113,"UK, Canada, USA","English, French",Alan Parker,"William Hjortsberg, Alan Parker",Carolco International N.V.,"Mickey Rourke, Robert De Niro, Lisa Bonet, Charlotte Rampling, Stocker Fontelieu, Brownie McGhee, Michael Higgins, Elizabeth Whitcraft, Eliott Keener, Charles Gordone, Dann Florek, Kathleen Wilhoite, George Buck, Judith Drake, Gerald Orange",A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.,7.3,78672,"$17,000,000 ","$17,185,632 ",17185632.00,61,265,143
tt0128445,Rushmore,Rushmore,1998,2/19/1999,"Comedy, Drama, Romance",93,USA,"English, Spanish, Latin, French",Wes Anderson,"Wes Anderson, Owen Wilson",American Empirical Pictures,"Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel, Brian Cox, Mason Gamble, Sara Tanaka, Stephen McCole, Connie Nielsen, Luke Wilson, Dipak Pallana, Andrew Wilson, Marietta Marich, Ronnie McCawley, Keith McCawley",The extracurricular king of Rushmore Preparatory School is put on academic probation.,7.7,165893,"$9,000,000 ","$17,105,219 ",17195500.00,86,666,190
tt0102070,Hudson Hawk - Il mago del furto,Hudson Hawk,1991,5/24/1991,"Action, Adventure, Comedy",100,USA,"English, Italian",Michael Lehmann,"Bruce Willis, Robert Kraft",TriStar Pictures,"Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn, Richard E. Grant, Sandra Bernhard, Donald Burton, Don Harvey, David Caruso, Andrew Bryniarski, Lorraine Toussaint, Burtt Harris, Frank Stallone, Carmine Zozzora, Stefano Molinari",A cat burglar is forced to steal Da Vinci works of art for a world domination plot.,5.8,51348,"$65,000,000 ","$17,218,080 ",17218080.00,17,277,77
tt0085154,Il ribelle,All the Right Moves,1983,5/15/1987,"Drama, Romance, Sport",91,USA,English,Michael Chapman,"Michael Kane, Pat Jordan",Lucille Ball Productions,"Tom Cruise, Craig T. Nelson, Lea Thompson, Charles Cioffi, Gary Graham, Paul Carafotes, Chris Penn, Sandy Faison, James A. Baffico, Mel Winkler, Walter Briggs, George Betor, Leon, Jonas Chaka, Keith Diamond",A high school football player desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.,5.9,15312,"$5,600,000 ","$17,233,166 ",17233166.00,62,61,26
tt1160368,12 Rounds,12 Rounds,2009,7/31/2009,"Action, Crime, Thriller",108,USA,English,Renny Harlin,Daniel Kunka,Fox Atomic,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris, Brian White, Gonzalo Menendez, Taylor Cole, Kyle Clements, Peter Navy Tuiasosopo, Travis Davis, Nick Gomez, Brian Decaro, Rosalind Rubin, Billy Slaughter, Kim Collins","Detective Danny Fisher discovers his girlfriend has been kidnapped by an ex-con tied to Fisher's past, and he'll have to successfully complete 12 challenges in order to secure her safe release.",5.6,26953,"$22,000,000 ","$12,234,694 ",17280326.00,38,119,117
tt0106489,Bronx,A Bronx Tale,1993,1/28/1994,"Crime, Drama, Romance",121,USA,"English, Italian",Robert De Niro,"Chazz Palminteri, Chazz Palminteri",Price Entertainment,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra, Taral Hicks, Kathrine Narducci, Clem Caserta, Alfred Sauchelli Jr., Frank Pietrangolare, Joe Pesci, Robert D'Andrea, Eddie Montanaro, Fred Fischer, Dave Salerno, Joseph D'Onofrio",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,7.8,125087,"$22,000,000 ","$17,287,898 ",17287898.00,80,223,53
tt0090180,Vivere e morire a Los Angeles,To Live and Die in L.A.,1985,4/24/1986,"Action, Crime, Drama",116,USA,"English, Arabic, Spanish",William Friedkin,"Gerald Petievich, William Friedkin",SLM Production Group,"William Petersen, Willem Dafoe, John Pankow, Debra Feuer, John Turturro, Darlanne Fluegel, Dean Stockwell, Steve James, Robert Downey Sr., Michael Greene, Christopher Allport, Jack Hoar, Valentin de Vargas, Dwier Brown, Michael Chong",A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.,7.3,28460,"$6,000,000 ","$17,307,019 ",17307019.00,81,249,115
tt0093507,I dominatori dell'universo,Masters of the Universe,1987,9/5/1987,"Action, Adventure, Fantasy",106,"USA, Israel",English,Gary Goddard,David Odell,Golan-Globus Productions,"Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty, Courteney Cox, Robert Duncan McNeill, Jon Cypher, Chelsea Field, James Tolkan, Christina Pickles, Tony Carroll, Pons Maar, Anthony De Longis, Robert Towers, Barry Livingston",The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.,5.4,36115,"$22,000,000 ","$17,336,370 ",17336370.00,35,216,113
tt0086525,La ragazza di San Diego,Valley Girl,1983,4/29/1983,"Comedy, Romance",99,USA,English,Martha Coolidge,"Andrew Lane, Wayne Crawford",Atlantic Entertainment Group,"Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen, Cameron Dye, Heidi Holicker, Michelle Meyrink, Tina Theberge, Lee Purcell, Richard Sanders, Colleen Camp, Frederic Forrest, David Ensor, Joanne Baron, Tony Plana","Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",6.4,12965,"$350,000 ","$17,343,596 ",17343596.00,66,88,57
tt0365485,The Matador,The Matador,2005,11/16/2007,"Comedy, Crime, Thriller",96,"Ireland, Mexico, Germany, USA","English, Spanish",Richard Shepard,Richard Shepard,Stratus Film Co.,"Pierce Brosnan, Arlin Miller, Azucena Medina, Jonah Meyerson, Wiveca Bonerais, Greg Kinnear, Hope Davis, Adam Scott, Portia Dawson, Roberto Sosa, Antonio Zavala Kugler, Ramon Alvarez, Luz Maria Molina, Philip Baker Hall, Carolyn Horwitz",A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.,6.7,43501,"$12,500,000 ","$12,594,698 ",17356268.00,65,238,191
tt0082869,Atmosfera zero,Outland,1981,10/8/1981,"Action, Crime, Sci-Fi",109,UK,English,Peter Hyams,Peter Hyams,The Ladd Company,"Sean Connery, Peter Boyle, Frances Sternhagen, James Sikking, Kika Markham, Clarke Peters, Steven Berkoff, John Ratzenberger, Nicholas Barnes, Manning Redwood, Pat Starr, Hal Galili, Angus MacInnes, Stuart Milligan, Eugene Lipinski","A federal marshal stationed at a mining colony on the Jupiter moon of Io, uncovers a drug-smuggling conspiracy. He gets no help from the workers or authorities when he finds himself marked for murder.",6.6,26486,"$16,000,000 ","$17,374,595 ",17374595.00,48,147,94
tt2334649,Prossima fermata Fruitvale Station,Fruitvale Station,2013,3/13/2014,"Biography, Crime, Drama",85,USA,"English, Spanish",Ryan Coogler,Ryan Coogler,Forest Whitaker's Significant Productions,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Ariana Neal, Keenan Coogler, Trestin George, Joey Oglesby, Michael James, Marjorie Crump-Shears, Destiny Ekwueme, Bianca Rodriguez III, Julian Keyes","The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",7.5,73870,"$900,000 ","$16,101,339 ",17385830.00,85,201,328
tt1656186,Stolen,Stolen,2012,9/6/2012,"Action, Crime, Thriller",96,USA,"English, Swedish",Simon West,David Guggenheim,Millennium Films,"Nicolas Cage, Josh Lucas, Danny Huston, Malin Akerman, Sami Gayle, Edrick Browne, Mark Valley, Barry Shabaka Henley, M.C. Gainey, J.D. Evermore, Garrett Hines, Kevin Foster, Tanc Sade, Dan Braverman, Jon Eyez","A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",5.5,42715,"$35,000,000 ","$304,318 ",17415418.00,43,98,104
tt0264616,Frailty - Nessuno รจ al sicuro,Frailty,2001,8/23/2002,"Crime, Drama, Thriller",100,"USA, Germany, Italy",English,Bill Paxton,Brent Hanley,David Kirschner Productions,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary, Jeremy Sumpter, Luke Askew, Levi Kreis, Derk Cheetwood, Missy Crider, Alan Davidson, Cynthia Ettinger, Vincent Chase, Gwen McGee, Edmond Scott Ratliff, Rebecca Tilney","A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to destroy people who were in fact ""demons.""",7.2,75365,"$11,000,000 ","$13,110,448 ",17423030.00,64,508,176
tt0295289,Cose da maschi,A Guy Thing,2003,3/7/2003,"Comedy, Romance",101,USA,English,Chris Koch,"Greg Glienna, Greg Glienna",Metro-Goldwyn-Mayer (MGM),"Jason Lee, Julia Stiles, Selma Blair, James Brolin, Shawn Hatosy, Lochlyn Munro, Diana Scarwid, David Koechner, Julie Hagerty, Thomas Lennon, Jackie Burroughs, Jay Brazeau, Matthew Walker, Fred Ewanuick, Lisa Calder",A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,5.6,16414,"$20,000,000 ","$15,545,431 ",17432163.00,27,94,78
tt0120693,Half Baked,Half Baked,1998,6/26/1998,"Comedy, Crime",82,USA,"English, Turkish",Tamra Davis,"Dave Chappelle, Neal Brennan",Robert Simonds Productions,"Dave Chappelle, Guillermo Dรญaz, Jim Breuer, Harland Williams, Rachel True, Clarence Williams III, Laura Silverman, Tommy Chong, R.D. Reid, Gregg Rogell, Kevin Brennan, Alice Poon, Rick Demas, David Bluestein, Kevin Duhaney",The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,6.7,57104,"$8,000,000 ","$17,460,020 ",17460020.00,16,173,42
tt0401711,"Paris, je t'aime","Paris, je t'aime",2006,6/21/2006,"Comedy, Drama, Romance",120,"France, Liechtenstein, Switzerland, Germany, USA","French, English, Spanish, Mandarin, Arabic","Olivier Assayas, Frรฉdรฉric Auburtin","Tristan Carnรฉ, Emmanuel Benbihy",Victoires International,"Fanny Ardant, Julie Bataille, Leรฏla Bekhti, Melchior Derouet, Juliette Binoche, Seydou Boro, Steve Buscemi, Sergio Castellitto, Willem Dafoe, Gรฉrard Depardieu, Cyril Descours, Lionel Dray, Marianne Faithfull, Ben Gazzara, Hippolyte Girardot","Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened.",7.2,69897,"$13,000,000 ","$4,899,278 ",17471727.00,66,129,164
tt0376108,Un allenatore in palla,Rebound,2005,8/11/2006,"Comedy, Family, Sport",86,USA,English,Steve Carr,"William Wolff, Ed Decter",Twentieth Century Fox,"Martin Lawrence, Wendy Raquel Robinson, Breckin Meyer, Horatio Sanz, Oren Williams, Patrick Warburton, Megan Mullally, Eddy Martin, Steven Christopher Parker, Steven Anthony Lawrence, Logan McElroy, Gus Hoffman, Tara Correa-McMullen, Amy Bruckner, Alia Shawkat",An acclaimed college basketball coach is demoted to a junior varsity team after a public meltdown.,5.2,12248,"$33,100,000 ","$16,809,014 ",17492014.00,36,41,53
tt2002718,Machete Kills,Machete Kills,2013,11/7/2013,"Action, Crime, Thriller",107,"USA, Russia","English, Spanish",Robert Rodriguez,"Kyle Ward, Robert Rodriguez",AR Films,"Danny Trejo, Mel Gibson, Demiรกn Bichir, Amber Heard, Michelle Rodriguez, Sofรญa Vergara, Charlie Sheen, Lady Gaga, Antonio Banderas, Walton Goggins, Cuba Gooding Jr., Vanessa Hudgens, Alexa PenaVega, Marko Zaror, Tom Savini",The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,5.6,73365,"$20,000,000 ","$8,008,161 ",17496820.00,41,185,278
tt0417433,Annapolis,Annapolis,2006,6/2/2006,"Drama, Romance, Sport",108,USA,English,Justin Lin,David Collard,Touchstone Pictures,"James Franco, Macka Foley, Jim Parrack, Donnie Wahlberg, Brian Goodman, Billy Finnigan, Jordana Brewster, Katie Hein, Jimmy Lin, Charles Napier, Heather Henderson, Vicellous Shannon, Roger Fan, McCaleb Burnett, Wilmer Calderon","Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality.",5.9,20132,"$26,000,000 ","$17,127,992 ",17496992.00,37,149,88
tt0091530,Mission,The Mission,1986,10/10/1986,"Adventure, Drama, History",125,"UK, France","English, Guarani, Spanish, Latin",Roland Joffรฉ,Robert Bolt,Warner Bros.,"Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn, Cherie Lunghi, Ronald Pickup, Chuck Low, Liam Neeson, Bercelio Moya, Sigifredo Ismare, Asuncion Ontiveros, Alejandrino Moya, Daniel Berrigan, Rolf Gray, รlvaro Guerrero",Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,7.4,54785,"$24,500,000 ","$17,218,023 ",17502499.00,55,219,65
